TEXT	SENTI
早餐豐富 物超所值 床鋪適中	1
早餐餐點豐富	1
被子有霉味、熱水壺發霉	0
停車較不方便	0
1.購物商店太少。 2.餐點不夠豐富。	0
床很大, 睡起來很舒服 插座很多, 充電方便	1
位置很棒，房間乾淨整潔，可以使用咖啡機還有泡麵可以吃。	1
沒有暖氣房間冷到不行，幸好棉被夠厚。 服務人員沒有穿制服感覺不夠專業。 房間隔音不好，早上起來會聽到隔壁房間的鬧鐘	0
房間很乾淨，離市區也很近，下次去花蓮會在選擇這間民宿	1
沒有停車場是很不方便	0
乾淨	1
環境舒適，住起來很舒服。這個價錢很值得。	1
各個設備都不錯	1
沒有room services，飯店的餐廳營業到9點，附近也無餐廳，用餐上較不方便	0
絕對不輸給台北車站，樓下就是捷運口，火車站，對面就是夜市，房間看到101，樓下不像台北車站那麼多人，但又非常方便。	1
床舒適，房間香香的很乾淨	1
早餐好吃 床鋪舒適	1
電熱水壺建議使用不繡鋼材質，電視旁間接光源有些刺眼	0
整體環境整潔乾淨，房間很大，CP質很高	1
希望面海	0
一樓水孔不通的感覺 屋內充滿屎味	0
車位不多	0
早餐雖然樣式沒有很多；但也很好吃！！還有貼心的宵夜和隨時可取用的飲品、冰淇淋！！離火車站也不遠！！下次會再考慮哦！！	1
沒有有線電視	0
房價便宜、地點方便、室內整潔簡單	1
安全燈會忽然閃，怪怪的	0
如果有浴缸就滿分了	0
二樓交誼廳的燈光，可以考慮再增加多點，可以提供想要閱讀書籍的人多點燈光跟空間，有點太暗，參考看看喔，謝謝	0
以上缺點要改	0
床	1
附近施工會有砂石車經過，早上退房開車時，發現車子矇上一層沙😑	0
淋浴花灑維修欠佳,毛巾架鬆脱	0
房間水管隔音不好 隔壁開水的聲音會聽見	0
地理位置優越	1
要自己找停車位	0
離車站近 有大澡堂 單人隔間	1
離捷運很近，交通方便	1
位置方便	1
早餐非常美味	1
床非常舒適~沙發與床上的小抱枕好可愛，愛不釋手！周遭也很寧靜，隔音應該不錯！	1
早餐餐點對這等級的旅舍算是不錯的。	1
以設備的舒適度和乾淨度來講性價比非常高，地理位置很好。值得推薦	1
早餐 好   房間舒適	1
主人很親切.CP值超高.西門1分鐘就到	1
清潔差	0
車位超級小 廁所沒打掃乾淨 地板很多頭髮	0
房間很乾淨，舒適。	1
床超級硬的,,枕頭也不舒服,,,	0
房間很大，很舒適。	1
床很舒服	1
無	0
舒適乾淨	1
整體舒適乾淨，附近餐飲很多很方便。	1
主人非常用心，常常載我們去市中心，幫我們預定行程等等 非常好的住宿體驗	1
吃，住，以及員工服務態度	1
沒有附設停車場	0
地理位置很好	1
早餐好吃 老闆娘人很好	1
老闆娘很熱情，很有溫度有家的感覺	1
房間內有鏡子，對女生來說化妝很方便加分😆	1
早餐超讚哦!廚房阿姨加碼玄米綠茶 好窩心內!	1
廁所有點髒，馬桶蓋發霉。	0
隔音太差 明顯聽的到隔壁 還有走廊的聲音	0
地點方便，離夜市很近，工作人員非常親切，早餐豐富～	1
床乾淨	1
早餐好吃	1
地理位置方便 交通便捷	1
乾淨，清潔。	1
很舒服，清潔，房間漂亮	1
被子太厚	0
進去的時候 飯店有很舒服的味道 服務員很親切 床很舒服	1
隔音有點差 沒有附牙線棒	0
工作人員很親切～民宿裝潢也很有特色溫馨，住在這裡有家的感覺 下次來台東也想找朋友一起入住！	1
隔音	0
地點	1
早餐多樣化。	1
無。不過感覺關山鎮晚上沒有事可做	0
太多了	0
冷氣風很大無法調整風量, 面吹頭部影響睡眠～～～	0
很乾淨	1
只能付現	0
早餐	1
早餐的部分....	0
地點與價錢都還算ok	1
冷氣有點太冷，宵夜是綠豆湯，但我要使用的時候卻沒有了	0
只得一張sofa, 不夠4人坐，也沒有其他椅子，房內用餐時不方便	0
早餐不優	0
床普通  早餐還不錯	1
暫時沒有喜歡的	1
價格與地點 很好	1
早餐豐富，床非常舒服，服務員很親切，下次入住首選	1
早餐總類多，有無障礙房跟廁所，洗衣機根烘乾機免費	1
無	0
8人小木屋很適合家族旅遊聚會	1
飯店的地理位置相當好,,近西門町,非常方便 服務人員態度很好喔//	1
裝潢稍微老舊一點	0
房間可以聽到電梯運轉聲音 浴池排水聲有點擾人	0
老闆人很好	1
早餐樣式少，沒照片豐盛，朋友吃到的米粉是涼掉的	0
房間好小，停車不便。不適合一家三代出遊	0
整齊舒適	1
書枱的椅子太高,背部沒有承托, 長時間坐得不舒適	0
房間裏的整潔	1
服務	1
位置	1
住快7000的房價居然沒有附早餐覺得誇張原來優惠是如此 就是誇張	0
大廳接待人員服務待度佳, 床軟硬度適中	1
沒有！！	0
安靜舒適	1
沒	0
不知道是不是邊間的緣故，晚上走廊跟樓梯間走路聲音滿明顯的	0
床很舒服～～ 民宿還安排了車子到車站接我們，非常貼心的服務。	1
民宿主人好親切，讓我們覺得好像自己家一樣	1
無	0
插畫設計感，房間很可愛	1
在房間外有共用空間可以休息聊天吃東西。	1
沒有停車場	0
餐廳普普	0
有陽台，有洗衣機跟超級多的曬衣架可以用😂	1
房間內設溫泉，舒適方便。價錢合理而且房間挺大	1
服務細緻貼心	1
有宵夜  非常好吃 服務態度非常喜歡！	1
床舒適，服務佳。	1
我個人不喜歡黃色燈光，所以會覺得房間內很暗，沙發椅雖然很大，但是花色比較老式，純屬個人喜好分享！	0
床可以再軟一些會更好	0
柜台旁客户 吵 沒有乾溼分離 電梯老舊又小 地點OK	1
最後一天謝謝一個穿粉紅色衣服的小姐，願意借我們腳踏車過中午（戴眼鏡小姐說不行），讓我們有個悠閒開心的嘉義半日遊☺️☺️	1
景觀很美	1
步行數分鐘已經到捷運站，超方便。旅店沒有早餐供應，但完全沒有問題，因為附近有很多不同食店。	1
非常悠閒的早餐 咖啡很好喝  相對用心😄	1
地點優，房間大，設備不錯。櫃檯親切，遇到問題皆能馬上解決。	1
房間乾淨，服務人員親切，早餐美味	0
交通非常方便。房間也很乾淨，自助早餐不錯。	1
我覺得工作人員給我我感覺，是他們很用心，每一位客人都會記住，很有家的感覺	1
房間整齊乾淨	1
都滿意	1
地點好，浴室內有電視	1
房間床滿大的	1
適合帶小朋友一起去住，很乾淨，還有提供嬰兒床，很不錯喔！	1
冷氣不涼	0
房間整齊乾淨	1
床鋪舒適、乾淨整齊、員工很有禮貌 素質好	1
床鋪整理可能要加強點，進房時被單床單似沒整到定位 希望能有早餐的供應，販賣泡麵也不錯	0
後面靠山，所以蚊子有點多！ 早餐部分，菜色可以再多一點，倒是吐司抹醬部分很多蠻好吃的！	0
櫃檯服務人員親切	1
舒適整潔，房間也舒服	1
枕頭的舒適度 可以再加強	0
老闆熱情親切；早餐美味且養身	1
老闆介紹景點很詳細	1
位置，乾淨度都很好	1
房間很大很很舒適，服務人員都很親切願意解決客人問題	1
價錢合理	1
美中不足的就是掛衣服的地方很少	0
隔音是不太好啦，但鄰房都很合作，沒有很多噪音 早餐是肯德基，我是沒差啦	0
早餐難吃，住宿第二天大浴巾不知道有沒有換新的毛巾拿起來有頭髮！	0
床頭燈易閃爍，浴室門關閉時會發出大聲響，浴室蓮蓬頭無寫明使用方式。	0
乾淨、空間大、床墊舒適好睡	1
床舒適	1
隔音設備非常差	0
早餐好吃。	1
老闆和老闆娘很熱心.早餐很好吃.有機會會再去!!	1
床很舒服	1
早餐	0
停車場狹小、餐廳異味	0
隔音太差了...	0
無	0
景色優美與地點方便👍👍👍值得	1
服務人員態度不錯	1
浴巾櫃子放在馬桶旁邊	0
很喜歡一進門給予親切笑容的民宿主人，更開心房間一探出去就是北濱公園，聽浪拍打著石頭更有說不完的寧靜感	1
機器人很方便	1
隔音有點不好，有人咳嗽都能聽見，但大家都算安靜，門鎖有點損壞，不是每次都能順利鎖上	0
設備很新	1
游泳設施豐富，完全適合一家大小。	1
住宿附近有许多美食，很方便。柜台人员有礼，有问必答。	1
都滿意	1
老板娘為人親切	1
十分好。	1
地點方便，熱水立即有。	1
連續2天吃早餐，都發現餐廳的食物桌面有蟑螂。	0
房間有煙味	0
房間空氣不佳，室內地毯清潔度有改善空間，隔音較差。	0
浴室排水比較慢一點	0
浴室狹窄、床舖稍硬。	0
冷氣是中央空調，好像不太能調整？	0
清潔可加強	0
在大高雄這個大城市，感謝旅店提供平價又舒適的房間！！	1
房間舒適有景色	1
空間偏小，沒浴缸	0
服務很好很親切。	1
位置好，方便，温泉水不错	1
早餐非常優秀 多樣選擇 品質良好 雙人豪華間泡澡體驗堪稱完美	1
冷氣無法調感覺很差	0
二床位的設置，很適合和同事或朋友一起，寢具很舒適、空間寬敞！	1
不喜歡用地毯的房間。	0
房間整理的很乾淨	1
位置在鬧區很方便，整潔服務不錯	1
位置方便、地點不錯，希望晚上咖啡點心也能有個牛奶可以用	1
不錯中西式都有！	1
早餐一般 床的舒適度也可接受 房間相當整潔	1
舒適的枕頭床鋪	1
空間大	1
清潔&服務態度	1
早餐好吃	1
睡下舖會比較悶	0
非常方便	1
舒服	1
床太軟  空調不太冷	0
只不過自己大頭蝦 , 遇到個問題 , 太多台北日記 , 好容易去錯地方.....	0
位置蠻好找的,離捷運站2號出口也不遠。 環境很整潔,床也很舒適,浴室也很好,有機會會再入住！	1
隔音差了點	0
沒有	0
舒服放鬆	1
飲水機有些故障,半夜需泡奶時必須走到一樓大廳才有水,算美中不足的地方	0
隔音不太好，聽得到別的房間放水、沖水的聲音	0
床有點太硬睡起來不舒服	0
沒有欸	0
Check in時櫃檯人員態度冷淡。房間在地下室有一股怪味	0
交通便利，附近711六合夜市幾分鐘步行的距離。	1
環境非常乾淨；位於市中心到附近景點非常方便。	1
沒有	0
早餐不及格	0
服務周到，櫃檯人員親切讓人感到舒服	1
地點適中，附近多食店。	1
剛進房空氣味道有點不好聞、棉被模起來有沙沙的感覺。	0
服务很热情，也根据我的要求换了房，早餐，酒店位置都很满意。住的很舒服。	1
性價比普通	0
沒有	0
1. 飯店地點不錯，近火車站。  2. 雖無餐廳設備，但搭配的早餐店很棒。	1
價錢可以再親民點更讚	0
設備舊了	0
除了刷牙也會有雞蛋味之外也沒別了	0
位置方便裡離吃得地方近，裡離百貨公司也只要步行2-3分鐘，服務人員都很客氣，算平價安靜。	1
冷氣不夠涼蚊子頗多	0
交通方便, 環境安靜, 步行數分鐘階級便達九分主街	1
早餐熟食可以再熱一點會更好 幫馬拉松跑友的早餐餐盒感覺有點陽春	0
乾濕分離的設計不太好	0
乾淨	1
早餐不錯 我個人喜歡早上有些荷包蛋或水煮蛋 或許也可換口味 因為我們住了二星期 ！	1
常住旅客沒有太多優惠	0
早餐菜色太少又很難吃	0
房間非常大	1
老闆跟櫃檯都很親切，使用的東西都很高檔，房價實惠，泡澡可看到七星潭，物超所值	1
房間內無電話，早上外面施工有點吵，買東西稍為不方便，其它還算不錯。	0
乾淨	1
床很舒服！	1
服務人員態度良好	1
房间设计不如照片展示的那么好，风系统里会有一些烟味。	0
宿舍床位空間寬廣，放大行李箱也不會卡到床。	1
環境舒適	1
衛浴設備	0
裝潢風格	1
沒有	0
服務態度冷淡，員工質素比起剛開的時候下降了很多。	0
晚上去三溫暖 沒有蒸汽浴 早上去三溫暖 烤箱及蒸汽浴都沒	0
接駁服務很好	1
舒適、清潔、房間品質好	1
大浴池	1
早餐很豐富，材料新鮮，很美味。房間很大，整潔，房內泡湯設備很好。地點清靜，但到市中心只需行路十分鐘	1
房間很舒適，員工很專業，服務很親切	1
地點好，早餐好吃。價錢公道	1
空間寬敞新穎，服務人員親切	1
乾淨.漂亮.早餐超好吃~	1
電視台選擇頻道太少，空間不是很大	0
1.泊車需要將鑰匙留下很不妥，客戶沒有權利決定是否代客泊車。2.大廳完全沒有供客戶休息或坐下的位置。	0
價位很超值，床很舒適	1
早餐的飲品選擇太少	0
房間簡單乾淨整齊。	1
蒼蠅很多	0
這次櫃檯看我們帶小孩，升級成三人房，很滿意。	1
超棒的！推薦大家一定要來！真的還不錯～	1
環境舒適乾淨，物有所值，地點也不錯(離夜市很近)。	1
很舒適的床~~	1
房间有一点点味道,可能是湿气太重	0
無懈可擊	0
早餐	0
室內空氣品質不好，沒窗戶，早餐菜色不好	0
沖涼和厠所沒有隔開	0
無敵風景，坐在陽台上發呆一整天都不是問題。	1
早餐好吃，床整潔！	1
地點距離台北車站稍遠。浴室稍窄。	0
房間非常乾淨	1
早餐自助式,有中西式,床蠻舒服的~浴缸就在房門口 ,蠻驚訝的!東西很新~感覺不錯!	1
簡單舒服	1
24小时提供饮料，地点近西门町	1
浴缸落差非常大，牆上未裝設輔助設施，離開浴缸無設施輔助支撐，容易摔倒。	0
房間插座只有一個	0
接待人員服務態度很好。用餐區整齊明亮，選擇的菜色也不少。飯店附近交通很方便，有高速公路也有捷運。	1
房間內很明亮溫馨，布偶的布置也很可愛	1
房間格局不佳，要求增加棉被似乎旅館方面很不願意! 禮拜六晚上，如此的價格很不OK!	0
早餐好吃 但是少了麵筋跟黑瓜 會更棒  很漂亮超適合拍照的住宿	1
民宿主人非常熱情，戶外遊戲設備種類多，乾淨，床很軟，蓮蓬頭夠大夠熱，整體很滿意～	1
早餐青菜類只有豆芽菜，樣式太少	0
有中式早餐覺得很棒，可以順便跟外國朋友介紹台灣傳統早餐。 有衣物換洗袋也很好。	1
櫃台人員親切	1
午晚餐能付費提供更好	0
Booking 會員優惠到了現場誰說沒有真的氣死	0
房間大	1
隔音效果差，走廊声音响，半夜有被吵醒。	0
衛浴不行其它都好	0
枕頭太軟	0
床很舒適	1
管家阿珍人很好，服務👍	1
能夠得到充份的休息 非常推薦！	1
可能太多人住過, 乾淨度十分滿分只能畀六分😩	0
嚴訂禁菸的規定超棒！房間乾淨又大！	1
早餐選擇少而且普通，還不如吃外面早餐店 離捷運站有點遠	0
服務親切，早餐品項種類很多。	1
地點就在一中商圈價錢適中	1
溫泉大眾池水不夠熱~但早上有在做退房打掃，輪子很大聲，使用電停時，讓客人等太久	0
餐點	0
熱水會忽冷忽熱~ 只有這個需要改善的地方	0
房間空間小，連一張椅子都沒有，隔音效果超差，整晚都是外面馬路上車子來來去去的聲音和隔壁房的說話聲	0
環境整潔，空間大舒適	1
房間設計型格新穎，早餐有台灣特色又健康美味	1
房間很舒適	1
房間很大, 尚算舒適! 😊😊😊	1
並沒有不滿意。	0
2人只付一千台票的大驚喜，房間清爽乾淨，房間咖啡茶包都有，背包客的套房享用。	1
無	0
地點優	1
有點像牢房	0
冷氣無法調整 冷到頭痛 直接吹頭	0
頂樓房間的水溫過熱	0
隔音有點差	0
被子不舒服拉被子有沙沙聲音 材質不夠輕盈! 隔音有待加強 沒有免費提供小零食	0
喜歡房間跟浴室的設計，浴室走工業風路線，房間也比看到的照片大點	1
沒有停車場	0
床太硬，早餐供不應求，電視打開都是大陸頻道，	0
早餐及窗外視野，房間整體上不錯	1
乾淨	0
價格 地點	1
房間乾淨舒適 廁所空間大	1
沐浴用品蠻不同的	1
地點近逢甲夜市，真方便！	1
没附带早餐	1
隔音稍差	0
電視可看的台數太少了	0
樓層格局較矮窄 採光較不足	0
早餐好吃，24小時自用咖啡飲料吐司很貼心~ 可以借腳踏車逛琵琶湖，很方便~ 面太平洋的房間可以被晨光喚醒、直接欣賞日出~	1
床舖很軟	1
房間太狹窄	0
毛巾跟浴巾應該都要各兩條比較好	0
入住4天，床單不是天天換。	0
房間裝潢超美	1
It's good location, just nearby the Tainan Railway station.	1
櫃檯員工態度差、人員應對不佳、素質差 ， 床舖過硬 ，像打地鋪不好睡	0
服務非常的週到 整體也很乾淨 停車代客泊車也服務的很棒	1
空間大、設備齊全舒適、沙發很好坐、早餐選擇多	1
交通便利(火車站步行5分鐘，附近有租機車行) 乾淨 清潔 安靜 適合親子旅遊 和室低床，小朋友睡的安心	1
菜色很怪的搭配 青菜 蛋 又有蹄膀筍乾⋯⋯	0
服務親切	1
房間清潔舒適 服務又好	1
電視一直當機	0
房間角落灰塵滿厚的	0
下次不可能再去了^ _ ^	1
性價比	1
豪華家庭間浴缸設計，沒有浴簾 水流到浴室地上	0
房間很大很舒適	1
環境乾淨舒適，床很舒服，早餐是在地特色早餐很棒！	1
房間雖小，尚算舒適，地點適中，價格也可以。	1
房間內的空間擺設很棒，早餐雖選項不多，但好吃	1
Wifi完全不行，今時今日怎可以這樣！	0
早餐選擇不多	0
床舒適，地點位置佳	1
地點優、空間適中，門鎖超智慧，碰巧遇到4級地震竟自動打開。	1
地點不錯	1
地點離市區近!  還提供腳踏車,民宿很新,環境乾淨,老闆也大方借我們使用洗衣機!  感謝	1
早餐好吃下午茶也不錯	1
沒有	0
員工親切有善，很樂意解答問題，也會像朋友一樣跟你聊天。住宿附近有2間7－eleven，很方便，不怕肚餓時找不到東西吃。	1
環境清幽，硬體設施不錯	1
此次入住樓中樓四人房，房內配置兩間廁所，但一間卻被貼上工具間紙牌禁止使用。因工具間忘記上鎖打開才發現，告知櫃檯員卻無回應	0
No	0
浴室排水不良。	0
實景和相片一樣，很有特色，拍照很美，可見老闆佈置的心思。整體很整潔，老闆和老闆娘都很親切。	1
地點不好找較偏僻	0
停車位偏少，假日易無位 早餐普通	0
整體來說都很好。	1
遇到飯店舉行婚宴，房客停車位需耐心等待	0
會幫素食者另外炒一大盤青菜	1
早餐好吃，有浴缸	1
房間電視畫質很差 網上照片太好，和現場有落差 有些小失望	0
房間隔音設備有待加強，隔壁房的電視以及孩子的吵鬧聲很清楚	0
浴池旁腹地狹小，WIFI連線不穩定	0
很好，是我們在台灣所住的酒店最最滿意的一家，有機會再去高雄一定會再去！房間內很多細節擺設等都感覺到老闆的用心經營！棒棒	0
早餐不錯。	1
溫泉水，溫度不足 地板是黏的	0
有自己的小空間，睡得踏實，眼罩、耳塞等亦有提供	1
網站沒有寫明報到位置，有點麻煩	0
這個價格整體是不錯的 地點很棒喔	1
房間隔音稍差。	0
初到飯店停車時有人指引會更好。	0
早餐好吃！住宿舒服！	1
早點	1
都好，餐點很讚	1
住宿附近去哪都滿方便的，並且不會有吵雜車聲，有可以更換枕頭的服務，健身房非常好!近花園夜市。	1
房間沒有對外窗 早餐很普通	0
浴室不太乾淨，廁所很小間，床頭燈有點暗	0
沒有五星級飯店的質感	0
近墾丁大街	1
飯店沒有提供自行車，oBike 數量又少又難騎...	0
走道空調很悶	0
隔音較差	0
床丶寢具不甚好睡	0
沒有	0
舒適清潔	1
增加停車場、洗衣房時間至24:00	0
床鋪是我住過最舒服的床，床單乾淨，軟硬適中，躺著躺著看電視，一不小心就舒服的睡著了(冏~~滑手指中~~)	1
家庭房稍小一些。	0
整體都很棒	1
早餐豐盛，好吃。房間舒適，有設計感，開關都是感應式，現代感十足。	1
好好好好，酒店好新，干净。有主题，在酒店M楼有个空间还有免费的饮料和汤品。早餐是半自主式，有7种早餐供选择	1
房間超乾淨又漂亮、老闆娘人超nice，還貼心設置小夜燈不會太亮很好入眠，值得一住再住！	1
房間好棒	1
電梯不足，早上通常都要步行下去吃早餐。	0
房型與沙發	1
在市中心 去哪裡都很方便	1
環境舒適、服務人員親切	1
沒有可裝水的地方、服務態度前後差很多	0
(1) 地點方便，很近捷運站。 (2) 喜歡有報紙可以看。 (3) 喜歡飯店中庭的設計。	1
沒有提供早餐，且周圍的早餐選擇性不多，房間也很小，浴室快跟房間一樣大	0
員工友善親切, 戶間舒適, 睡得很好	1
早餐非常豐盛	1
員工值得給like	1
1.床舖設計不會晃，而且風格很喜歡 2.其中一間浴室很大很喜歡 3.吹風機是負離子的	1
工作人員熱心引導停車 晚上活動熱鬧	1
地理位置，交通便利	1
沒早餐	1
服務不錯	1
原本訂的是雙人床，入住時才知道是有樓層高挑的床鋪，打電話詢問，服務人員說雙人床會少一套棉被枕頭，傻眼	0
早餐簡單，不要期望太大	1
服務人員親切	1
早餐质量很好	1
地方舒適	1
床很好睡，很舒服。 早餐的選擇也很多，希望有白米飯可以配納豆。	1
枕頭太軟(個人喜歡較硬的)	0
不優啊~	0
四人房空間很狹窄，早餐選擇少，也不好吃 浴室很小	0
民宿老闆人熱心，很友善~~~~	1
床很舒適	1
尚可	1
1. 空調沒有暖氣的選項，風速也無法調整。 2. 隔音超級差。 3. 電視可以看的頻道很少。	0
房間舒適	1
超棒！完全物超所值！無可挑剔！	1
床較軟，睡不習慣	0
乾淨. 早餐算豐盛..	1
床太軟，有部床還有點凹陷。因租了兩間房，所以清楚，床不太好	0
浴室會積水 沐浴乳給不到一半，不夠用。	0
房間品質非常優秀！很推 不論環境跟服務都非常喜歡 下次還會再來	1
乾淨	1
環境空氣好,附近景點多,有木雕博物館,勝興車站,客家小吃,.看木雕藝術可以陶冶性情	1
枕頭有待加強	0
房間乾淨/冷氣很安靜/老闆人很好客配合度高/早餐可指定起床時間送到房間(第一次碰到)	1
工作人員	1
浴廁整潔度尚待加強，早餐菜色差到有點離譜~	0
乾淨整潔舒服	0
地點很棒,離觀光地點都很近,早餐很豐富	1
服務很棒，很舒服。	1
離車站很近，不怕找不到。 床很舒服也很乾淨，不用擔心皮膚過敏！	1
禁菸區，但有些房間仍有煙味。 四人房空間大小不大，但不會到窄。	0
無	0
床頭的燈一直無法關閉，影響睡眠！ 電視沙發空間電燈昏暗！ 雙床設計還有爬樓梯，樓梯很窄！	0
不喜歡機械式車位	0
地板的磁磚掉落	0
早餐很好，服務員也很好	1
停車需自費	0
浴室排水不良	0
浴缸很乾淨舒服，服務人員親切，隔音好	1
位置 價格	1
早餐	0
早餐很好吃	1
燈光不足，裝修	0
房間有點味道～如果可以通風一點會更好吧！	0
房間有螞蟻	0
環境乾淨！新裝潢！消防設備完全！	1
床對我來說有點不好睡	0
位置很好,交通方便~附近就是鬧區	1
早餐好吃  床舒適	1
淋浴間太小	0
整體很殘舊，冷氣機糟很髒。	0
方便	1
607淋浴間會洗澡會淹水 希望下次住到免治馬桶😁	0
地毯髒髒的	0
浴室水龍頭跟冷氣機會突然發出聲音，睡覺時會驚醒嚇到。	0
地點方便，價錢合理	1
員工服務非常友善。	1
無	0
房間乾淨	1
位置超好,步程5分鐘附近很多特色小吃,離機場近,房間也舒適,服務也不錯	1
有停車位超方便~房間又不小~水量夠大~	1
洗澡間設計得不錯 蓮蓬頭舒服 有提供浴巾拖鞋跟公用牙刷	1
地點方便，服務態度很好	1
除了底點難找，其他都100分 建議店家要掛個招牌，這樣比較好找	0
早餐雖然選擇不多 但還算好吃😋 房間隔音還可以加強	1
清潔	1
飯店整體很有設計感	1
房間大小合適，地理位置佳	1
有點吵，隔音不好	0
鄰近東海夜市	1
裝潢老舊，隔音比較差	0
服務態度！	1
舒適度及服務態度	1
蓮蓬頭的水大到我洗澡時間完全縮減一半XD	0
房務清潔太太很友善	1
超棒，电视、小冰箱和洗手台绝对是惊喜！	1
位置方便 員工服務好 停車方便	1
還沒發現，但我的手在洗澡時被蓮蓬頭上面的鋁屑刮傷，並即時跟服務人員反應，小姐也非常有誠意的致歉	0
房間裝璜	1
發票沒給	0
隔音跟清潔度	0
房間旁就是安全門，安全門關上的聲音非常巨大而且伴隨震動，從入住到退房未停歇	0
房間的感覺很好	1
無	0
環境優雅，很有渡假的feel	1
羽絨被羽毛糾結在一起	0
廁所乾淨	1
浴室稍舊	0
早餐不是很OK	0
房間有煙味 冷氣聲響大 吹風機要用手壓 電話已確認訂二間房，到現場竟然紀錄一間 早餐很差	0
早餐豐盛風景很棒。床墊很舒服。	1
書桌下有食物殘渣，沒有處理乾淨。	0
隔音較差	0
早餐不錯	1
離劍潭捷運站與士林夜市近	1
早餐，下午茶都很推，很讚。	1
設備	1
床很難睡 停車非常不便	0
床跟棉被還不錯躺	1
早餐豐富	1
窗明几淨，佈置雅緻，環境清幽 本館附有溫泉及溫泉魚泡腳池和按摩椅	1
房間寬敞舒適和按摩浴缸	1
可惜三溫暖維修。早餐只到9:00希望延長到10:00😊	0
浴室有浴缸，但熱水水壓有點小。	0
洗澡水溫忽冷忽熱	0
房間可再多一些細膩的設計， 這樣可增加些許掛衣以及收納空間， 但房間整體已經算ok了。	0
樓下友聊天空間還不錯，還附贈迎賓飲料	1
早餐OK 床OK	1
沒有	0
樓中樓的二樓挑高很棒！乾淨舒適！窗外有6星級的山景！讚！	1
服務很好  另外贈送4吋蛋糕給壽星 真的很窩心 服務員也都很熱情	1
隔音有點差	0
如果想去24小时诚品书店，位置太好了。	1
全部	1
早餐有五種主食選擇，很好，若能多增加素食品項則更佳。	1
隔音較差，一直聽到隔壁⋯的聲音有點尷尬也	0
廁所鏡子太多	0
隔因設備很差，睡到早上5點多就被隔壁的清潔工吵起來，完全無法睡好，浴室沒有乾濕分離,電燈太暗	0
交通不太方便	0
早餐豐盛，床鋪舒適，房間乾淨。	1
隔音真的很差...	0
安靜，乾淨	1
Check in 時間只到晚上10點	0
自助食品區，舒適, washroom 設計，sofa	1
以周五晚上750來說，CP值非常高	1
早餐優， king size的尺寸粉棒，舒適乾淨	1
設計風格很好，房間有些單調，綠化再多一點會加分	1
沒有	1
早餐不錯喔 按摩椅舒適	1
交通位置方便，在雙連站1號出口走路5分鐘	1
山景略顯不足⋯	0
老闆隨和，早餐有稀飯土司，咖啡，家常小菜，我還蠻喜歡的。	1
找不到飲水機	0
浴室有水垢 沒有小朋友盥洗用品	0
房間略小 但是很便宜 半夜稍微聽得到車聲 瑕不掩瑜	0
浴室很乾淨，連蓬頭很棒很舒服。	1
周邊生活機能好。早餐也還不錯	1
地點位置還不錯，房間內整潔度ok	1
乾淨舒適，服務人員態度都很好，小朋友遊戲室空間寛敞。	1
早餐可以 床一般	1
冬天沒有棉被～ 枕頭有味道	0
都沒有第4台，小朋友要看卡通都沒	0
環境舒適	1
沒有	0
園區整體環境美麗優雅，接待人員客氣親切。	1
早餐菜色多 好吃 會更新	1
♥小巧舒適的住宿空間，加入許多巧思，著實用心。 ♥電視沒有第四台，但有電影可選看，連看3部片，超讚的！	1
員工服務態度	1
熱可可的機器壞了4天	0
乾淨整潔，房間與浴室整體很舒服與享受。更重要的是安靜。服務人員也都笑容可掬。	1
沒經過客戶同意就打掃房間，隱私權被侵犯. 希望能改進或提前告知住宿方	0
早餐好吃，房間與照片一樣沒太大差異，下次會在選擇，服務人員親切，飯店位置也很好	1
菸味超重，房間非常潮濕，地板都是水，隔音差，停車處很遠	0
景觀及早餐👍	1
房间比较小	0
枕頭潮濕	0
房間設備乾淨，服務好，早餐有中西式可選	1
早餐不錯，整體環境都還算OK。	1
沒有	0
風格	1
房間內精緻的彩繪牆，及用心的擺設。	1
裝潢舒服服務好	1
早餐品項有點少	0
房屋造型特別，民宿主人親切	1
交通接駁方便，早餐豐富，待客親切。	1
請增加半日遊行程，一日遊行程不便宜，常常有煙味、隔音不佳。	0
空調，清潔需加強	0
工作人員非常熱情就是可能指錯路 不過這點也沒什麼啦	0
一樓房間會吵但沒註明, 行李不能寄太久～～	0
房間衛浴都很乾淨	1
房間乾淨，但有點小	1
乾淨明亮，還主動替我房間升等	1
整體物超所值	1
早餐還好，不怎麼豐盛，白飯限量，沒了就吃不到	0
位置	1
位置不错，窗户隔音好	1
服務人員非常用心，而且地點在黃金地段，要去哪都很方便！	1
CP直很高 房間設備非常齊全 媲美五星級飯店	1
用餐空間較小，房間窗外沒有景色	0
隔音稍微不足	0
舒適整潔	1
床跟房間的光度感到非常棒	1
停車	1
1.房間隔音效果有待改善 2.房內冰箱壓縮機聲音有點大聲	0
地點 停車場 服務 很新	1
很乾淨	1
舒適的房間裝潢、加厚的紙拖鞋	1
車位不足讓人困擾	0
早餐選擇不多，連拿鐵都沒有⋯	0
無	0
地點	1
幾乎沒有 唯一小缺點是離捷運站步行要10分鐘	0
浴室排水不良	0
早餐豐盛	1
住宿環境很乾淨,整體空間設計富有創意,附近商圈蠻熱鬧	1
冷氣出風口破損，房間在十樓還有蚊子，浴室排水不佳	0
早餐不行，浴室不行	0
